assembly_accession	start	end	orientation
GCF_001298485.1	637239	638798	-
GCF_001298485.1	909788	911347	-
GCF_001298485.1	1186772	1188331	-
GCF_001298485.1	1281289	1282848	-
GCF_001298485.1	1445446	1447005	-
GCF_001298485.1	1892491	1894050	+
GCF_001412695.1	268752	270311	+
GCF_001412695.1	371459	373018	+
GCF_001412695.1	646717	648276	+
GCF_001412695.1	919266	920825	+
GCF_001412695.1	2237764	2239323	-
GCF_001412695.1	2684809	2686368	+
GCF_001518735.1	474699	476254	+
GCF_001518735.1	1736399	1737960	-
GCF_001518735.1	2310719	2312278	-
GCF_001518735.1	2611977	2613536	-
GCF_001518735.1	2709501	2711059	-
GCF_001518735.1	2947028	2948588	-
GCF_001635875.1	475786	477346	+
GCF_001635875.1	988437	989997	+
GCF_001635875.1	2102009	2103568	-
GCF_001635875.1	2384835	2386394	-
GCF_001635875.1	2497444	2499003	-
GCF_001635875.1	2770225	2771785	-
GCF_001720985.1	930873	932432	-
GCF_001720985.1	1215044	1216603	-
GCF_001720985.1	1327491	1329050	-
GCF_001720985.1	1601117	1602677	-
GCF_001720985.1	2111875	2113434	+
GCF_001720985.1	2626048	2627608	+
GCF_001721005.1	383086	384645	+
GCF_001721005.1	965375	966934	+
GCF_001721005.1	2213572	2215131	-
GCF_001721005.1	2492827	2494386	-
GCF_001721005.1	2598289	2599847	-
GCF_001721005.1	2864298	2865858	-
GCF_001721025.1	284257	285817	+
GCF_001721025.1	555532	557091	+
GCF_001721025.1	668141	669700	+
GCF_001721025.1	950963	952522	+
GCF_001721025.1	2112190	2113750	-
GCF_001721025.1	2628927	2630487	-
GCF_001721065.1	173559	175118	+
GCF_001721065.1	1334769	1336329	-
GCF_001721065.1	1845894	1847454	-
GCF_001721065.1	2355070	2356630	+
GCF_001721065.1	2627674	2629233	+
GCF_001721065.1	2738598	2740155	+
GCF_001721105.1	94085	95652	+
GCF_001721105.1	1250294	1251862	-
GCF_001721105.1	1766088	1767656	-
GCF_001721105.1	2276539	2278107	+
