assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_001298485.1	PRJNA224116	SAMN04009964			na		1352	1352	Enterococcus faecium	strain=64/3	human patient	latest	Complete Genome	Major	Full	2015/09/24	ASM129848v1	Robert Koch Institute	GCA_001298485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/485/GCF_001298485.1_ASM129848v1	./data/refseq/bacteria/GCF_001298485.1/GCF_001298485.1_ASM129848v1_assembly_stats.txt
GCF_001412695.1	PRJNA224116	SAMN04201208			na		1352	1352	Enterococcus faecium	strain=UW7606x64/3 TC1		latest	Complete Genome	Major	Full	2015/10/26	ASM141269v1	Robert Koch Institute	GCA_001412695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/695/GCF_001412695.1_ASM141269v1	./data/refseq/bacteria/GCF_001412695.1/GCF_001412695.1_ASM141269v1_assembly_stats.txt
GCF_001518735.1	PRJNA224116	SAMN04418075			na		1352	1352	Enterococcus faecium	strain=6E6		latest	Complete Genome	Major	Full	2016/01/20	ASM151873v1	University of Minnesota	GCA_001518735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/735/GCF_001518735.1_ASM151873v1	./data/refseq/bacteria/GCF_001518735.1/GCF_001518735.1_ASM151873v1_assembly_stats.txt
GCF_001635875.1	PRJNA224116	SAMN03486724			na		1352	1352	Enterococcus faecium	strain=E39		latest	Complete Genome	Major	Full	2016/05/02	ASM163587v1	New York Medical College	GCA_001635875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/875/GCF_001635875.1_ASM163587v1	./data/refseq/bacteria/GCF_001635875.1/GCF_001635875.1_ASM163587v1_assembly_stats.txt
GCF_001720985.1	PRJNA224116	SAMN03988555			na		1352	1352	Enterococcus faecium	strain=ISMMS_VRE_3		latest	Chromosome	Major	Full	2016/09/07	ASM172098v1	Mount Sinai School of Medicine	GCA_001720985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/985/GCF_001720985.1_ASM172098v1	./data/refseq/bacteria/GCF_001720985.1/GCF_001720985.1_ASM172098v1_assembly_stats.txt
GCF_001721005.1	PRJNA224116	SAMN03988559			na		1352	1352	Enterococcus faecium	strain=ISMMS_VRE_4		latest	Chromosome	Major	Full	2016/09/07	ASM172100v1	Mount Sinai School of Medicine	GCA_001721005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/005/GCF_001721005.1_ASM172100v1	./data/refseq/bacteria/GCF_001721005.1/GCF_001721005.1_ASM172100v1_assembly_stats.txt
GCF_001721025.1	PRJNA224116	SAMN03988560			na		1352	1352	Enterococcus faecium	strain=ISMMS_VRE_5		latest	Chromosome	Major	Full	2016/09/07	ASM172102v1	Mount Sinai School of Medicine	GCA_001721025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/025/GCF_001721025.1_ASM172102v1	./data/refseq/bacteria/GCF_001721025.1/GCF_001721025.1_ASM172102v1_assembly_stats.txt
GCF_001721065.1	PRJNA224116	SAMN03988624			na		1352	1352	Enterococcus faecium	strain=ISMMS_VRE_7		latest	Complete Genome	Major	Full	2016/09/07	ASM172106v1	Mount Sinai School of Medicine	GCA_001721065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/065/GCF_001721065.1_ASM172106v1	./data/refseq/bacteria/GCF_001721065.1/GCF_001721065.1_ASM172106v1_assembly_stats.txt
GCF_001721105.1	PRJNA224116	SAMN03988629			na		1352	1352	Enterococcus faecium	strain=ISMMS_VRE_10		latest	Chromosome	Major	Full	2016/09/07	ASM172110v1	Mount Sinai School of Medicine	GCA_001721105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/105/GCF_001721105.1_ASM172110v1	./data/refseq/bacteria/GCF_001721105.1/GCF_001721105.1_ASM172110v1_assembly_stats.txt
GCF_001721905.1	PRJNA224116	SAMN03988630			na		1352	1352	Enterococcus faecium	strain=ISMMS_VRE_11		latest	Complete Genome	Major	Full	2016/09/08	ASM172190v1	Mount Sinai School of Medicine	GCA_001721905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/905/GCF_001721905.1_ASM172190v1	./data/refseq/bacteria/GCF_001721905.1/GCF_001721905.1_ASM172190v1_assembly_stats.txt
GCF_001886635.1	PRJNA224116	SAMN06019998			na		1352	1352	Enterococcus faecium	strain=E1		latest	Complete Genome	Major	Full	2016/11/28	ASM188663v1	EvoTAR	GCA_001886635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/635/GCF_001886635.1_ASM188663v1	./data/refseq/bacteria/GCF_001886635.1/GCF_001886635.1_ASM188663v1_assembly_stats.txt
GCF_001895905.1	PRJNA224116	SAMN06018903			na		1352	1352	Enterococcus faecium	strain=VRE001		latest	Complete Genome	Major	Full	2016/12/09	ASM189590v1	St Jude Children's Research Hospital	GCA_001895905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/905/GCF_001895905.1_ASM189590v1	./data/refseq/bacteria/GCF_001895905.1/GCF_001895905.1_ASM189590v1_assembly_stats.txt
GCF_001953235.1	PRJNA224116	SAMN03988631			na		1352	1352	Enterococcus faecium	strain=ISMMS_VRE_12		latest	Complete Genome	Major	Full	2017/01/17	ASM195323v1	Mount Sinai School of Medicine	GCA_001953235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/235/GCF_001953235.1_ASM195323v1	./data/refseq/bacteria/GCF_001953235.1/GCF_001953235.1_ASM195323v1_assembly_stats.txt
GCF_001953255.1	PRJNA224116	SAMN03988627			na		1352	1352	Enterococcus faecium	strain=ISMMS_VRE_9		latest	Complete Genome	Major	Full	2017/01/17	ASM195325v1	Mount Sinai School of Medicine	GCA_001953255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/255/GCF_001953255.1_ASM195325v1	./data/refseq/bacteria/GCF_001953255.1/GCF_001953255.1_ASM195325v1_assembly_stats.txt
GCF_002025045.1	PRJNA224116	SAMN06472830			na		1352	1352	Enterococcus faecium		2014-VREF-268	latest	Complete Genome	Major	Full	2017/03/13	ASM202504v1	Asia Pacific Foundation for Infectious Diseases (APFID)	GCA_002025045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/045/GCF_002025045.1_ASM202504v1	./data/refseq/bacteria/GCF_002025045.1/GCF_002025045.1_ASM202504v1_assembly_stats.txt
GCF_002025065.1	PRJNA224116	SAMN06472829			na		1352	1352	Enterococcus faecium		2014-VREF-63	latest	Complete Genome	Major	Full	2017/03/13	ASM202506v1	Asia Pacific Foundation for Infectious Diseases (APFID)	GCA_002025065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/065/GCF_002025065.1_ASM202506v1	./data/refseq/bacteria/GCF_002025065.1/GCF_002025065.1_ASM202506v1_assembly_stats.txt
GCF_002334625.1	PRJNA224116	SAMN07638053			na		1352	1352	Enterococcus faecium	strain=K60-39		latest	Complete Genome	Major	Full	2017/09/21	ASM233462v1	Norwegian National Advisory Unit on Detection of Antimicrobial Resistance	GCA_002334625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/334/625/GCF_002334625.1_ASM233462v1	./data/refseq/bacteria/GCF_002334625.1/GCF_002334625.1_ASM233462v1_assembly_stats.txt
GCF_002442955.1	PRJNA224116	SAMN06006823			na		1352	1352	Enterococcus faecium	strain=A_020709_82		latest	Complete Genome	Major	Full	2017/10/04	ASM244295v1	UMC Utrecht	GCA_002442955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/955/GCF_002442955.1_ASM244295v1	./data/refseq/bacteria/GCF_002442955.1/GCF_002442955.1_ASM244295v1_assembly_stats.txt
GCF_002761255.1	PRJNA224116	SAMN05933399			na		1352	1352	Enterococcus faecium	strain=E240		latest	Complete Genome	Major	Full	2017/11/07	ASM276125v1	New York Medical College	GCA_002761255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/255/GCF_002761255.1_ASM276125v1	./data/refseq/bacteria/GCF_002761255.1/GCF_002761255.1_ASM276125v1_assembly_stats.txt
GCF_002761275.1	PRJNA224116	SAMN05933400			na		1352	1352	Enterococcus faecium	strain=E243		latest	Complete Genome	Major	Full	2017/11/07	ASM276127v1	New York Medical College	GCA_002761275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/275/GCF_002761275.1_ASM276127v1	./data/refseq/bacteria/GCF_002761275.1/GCF_002761275.1_ASM276127v1_assembly_stats.txt
GCF_002777275.1	PRJNA224116	SAMN05933398			na		1352	1352	Enterococcus faecium	strain=E232		latest	Complete Genome	Major	Full	2017/11/16	ASM277727v1	New York Medical College	GCA_002777275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/777/275/GCF_002777275.1_ASM277727v1	./data/refseq/bacteria/GCF_002777275.1/GCF_002777275.1_ASM277727v1_assembly_stats.txt
GCF_002831505.1	PRJNA224116	SAMN08102921			na		1352	1352	Enterococcus faecium	strain=LS170308		latest	Complete Genome	Major	Full	2017/12/10	ASM283150v1	Sichuan Agricultural University	GCA_002831505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/505/GCF_002831505.1_ASM283150v1	./data/refseq/bacteria/GCF_002831505.1/GCF_002831505.1_ASM283150v1_assembly_stats.txt
GCF_002848385.1	PRJNA224116	SAMN08174306			na		1352	1352	Enterococcus faecium	strain=SC4		latest	Complete Genome	Major	Full	2017/12/28	ASM284838v1	State Key Laboratory of Animal Nutrition	GCA_002848385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/385/GCF_002848385.1_ASM284838v1	./data/refseq/bacteria/GCF_002848385.1/GCF_002848385.1_ASM284838v1_assembly_stats.txt
GCF_002848625.1	PRJNA224116	SAMN07679728			na		1352	1352	Enterococcus faecium	strain=Efaecium_ER03933.3A	isolate	latest	Complete Genome	Major	Full	2017/12/28	ASM284862v1	Icahn School of Medicine at Mount Sinai	GCA_002848625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/625/GCF_002848625.1_ASM284862v1	./data/refseq/bacteria/GCF_002848625.1/GCF_002848625.1_ASM284862v1_assembly_stats.txt
GCF_002848645.1	PRJNA224116	SAMN07679729			na		1352	1352	Enterococcus faecium	strain=Efaecium_ER04120.3A		latest	Complete Genome	Major	Full	2017/12/28	ASM284864v1	Icahn School of Medicine at Mount Sinai	GCA_002848645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/645/GCF_002848645.1_ASM284864v1	./data/refseq/bacteria/GCF_002848645.1/GCF_002848645.1_ASM284864v1_assembly_stats.txt
GCF_002848665.1	PRJNA224116	SAMN07679731			na		1352	1352	Enterococcus faecium	strain=Efaecium_ER04484.3A		latest	Complete Genome	Major	Full	2017/12/28	ASM284866v1	Icahn School of Medicine at Mount Sinai	GCA_002848665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/665/GCF_002848665.1_ASM284866v1	./data/refseq/bacteria/GCF_002848665.1/GCF_002848665.1_ASM284866v1_assembly_stats.txt
GCF_002848685.1	PRJNA224116	SAMN07679730			na		1352	1352	Enterococcus faecium	strain=Efaecium_ER04462.3A		latest	Complete Genome	Major	Full	2017/12/28	ASM284868v1	Icahn School of Medicine at Mount Sinai	GCA_002848685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/685/GCF_002848685.1_ASM284868v1	./data/refseq/bacteria/GCF_002848685.1/GCF_002848685.1_ASM284868v1_assembly_stats.txt
GCF_002848705.1	PRJNA224116	SAMN07679734			na		1352	1352	Enterococcus faecium	strain=Efaecium_ER04619.3A	isolate	latest	Complete Genome	Major	Full	2017/12/28	ASM284870v1	Icahn School of Medicine at Mount Sinai	GCA_002848705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/705/GCF_002848705.1_ASM284870v1	./data/refseq/bacteria/GCF_002848705.1/GCF_002848705.1_ASM284870v1_assembly_stats.txt
GCF_002848725.1	PRJNA224116	SAMN07679733			na		1352	1352	Enterococcus faecium	strain=Efaecium_ER04526.5A		latest	Complete Genome	Major	Full	2017/12/28	ASM284872v1	Icahn School of Medicine at Mount Sinai	GCA_002848725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/725/GCF_002848725.1_ASM284872v1	./data/refseq/bacteria/GCF_002848725.1/GCF_002848725.1_ASM284872v1_assembly_stats.txt
