assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_008586825.1	PRJNA224116	SAMN12687935			na		725	727	Haemophilus influenzae biotype aegyptius	strain=HE15/F3028		latest	Complete Genome	Major	Full	2019/09/19	ASM858682v1	Griffith University	GCA_008586825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/586/825/GCF_008586825.1_ASM858682v1	./data/refseq/bacteria/GCF_008586825.1/GCF_008586825.1_ASM858682v1_genomic.fna.gz
GCF_008586825.1	PRJNA224116	SAMN12687935			na		725	727	Haemophilus influenzae biotype aegyptius	strain=HE15/F3028		latest	Complete Genome	Major	Full	2019/09/19	ASM858682v1	Griffith University	GCA_008586825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/586/825/GCF_008586825.1_ASM858682v1	./data/refseq/bacteria/GCF_008586825.1/GCF_008586825.1_ASM858682v1_rna_from_genomic.fna.gz
GCF_008586825.1	PRJNA224116	SAMN12687935			na		725	727	Haemophilus influenzae biotype aegyptius	strain=HE15/F3028		latest	Complete Genome	Major	Full	2019/09/19	ASM858682v1	Griffith University	GCA_008586825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/586/825/GCF_008586825.1_ASM858682v1	./data/refseq/bacteria/GCF_008586825.1/GCF_008586825.1_ASM858682v1_assembly_report.txt
GCF_008586825.1	PRJNA224116	SAMN12687935			na		725	727	Haemophilus influenzae biotype aegyptius	strain=HE15/F3028		latest	Complete Genome	Major	Full	2019/09/19	ASM858682v1	Griffith University	GCA_008586825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/586/825/GCF_008586825.1_ASM858682v1	./data/refseq/bacteria/GCF_008586825.1/GCF_008586825.1_ASM858682v1_assembly_stats.txt
GCF_008586825.1	PRJNA224116	SAMN12687935			na		725	727	Haemophilus influenzae biotype aegyptius	strain=HE15/F3028		latest	Complete Genome	Major	Full	2019/09/19	ASM858682v1	Griffith University	GCA_008586825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/586/825/GCF_008586825.1_ASM858682v1	./data/refseq/bacteria/GCF_008586825.1/GCF_008586825.1_ASM858682v1_feature_table.txt.gz
GCF_000767075.1	PRJNA224116	SAMN03093440			representative genome		727	727	Haemophilus influenzae	strain=Hi375		latest	Complete Genome	Major	Full	2014/10/16	ASM76707v1	Drexel University College of Medicine	GCA_000767075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/075/GCF_000767075.1_ASM76707v1	./data/refseq/bacteria/GCF_000767075.1/GCF_000767075.1_ASM76707v1_genomic.fna.gz
GCF_000767075.1	PRJNA224116	SAMN03093440			representative genome		727	727	Haemophilus influenzae	strain=Hi375		latest	Complete Genome	Major	Full	2014/10/16	ASM76707v1	Drexel University College of Medicine	GCA_000767075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/075/GCF_000767075.1_ASM76707v1	./data/refseq/bacteria/GCF_000767075.1/GCF_000767075.1_ASM76707v1_rna_from_genomic.fna.gz
GCF_000767075.1	PRJNA224116	SAMN03093440			representative genome		727	727	Haemophilus influenzae	strain=Hi375		latest	Complete Genome	Major	Full	2014/10/16	ASM76707v1	Drexel University College of Medicine	GCA_000767075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/075/GCF_000767075.1_ASM76707v1	./data/refseq/bacteria/GCF_000767075.1/GCF_000767075.1_ASM76707v1_assembly_report.txt
GCF_000767075.1	PRJNA224116	SAMN03093440			representative genome		727	727	Haemophilus influenzae	strain=Hi375		latest	Complete Genome	Major	Full	2014/10/16	ASM76707v1	Drexel University College of Medicine	GCA_000767075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/075/GCF_000767075.1_ASM76707v1	./data/refseq/bacteria/GCF_000767075.1/GCF_000767075.1_ASM76707v1_assembly_stats.txt
GCF_000767075.1	PRJNA224116	SAMN03093440			representative genome		727	727	Haemophilus influenzae	strain=Hi375		latest	Complete Genome	Major	Full	2014/10/16	ASM76707v1	Drexel University College of Medicine	GCA_000767075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/075/GCF_000767075.1_ASM76707v1	./data/refseq/bacteria/GCF_000767075.1/GCF_000767075.1_ASM76707v1_feature_table.txt.gz
