assembly_accession	start	end	orientation
GCF_008586825.1	100	1639	+
GCF_008586825.1	137867	139406	+
GCF_008586825.1	1257101	1258640	-
GCF_008586825.1	1290578	1292117	-
GCF_008586825.1	1342119	1343658	-
GCF_008586825.1	1730827	1732366	-
GCF_000767075.1	274007	275552	-
GCF_000767075.1	307573	309118	-
GCF_000767075.1	421484	423029	-
GCF_000767075.1	844436	845981	+
GCF_000767075.1	961058	962603	+
GCF_000767075.1	1107367	1108912	+
GCF_000931575.1	1016566	1018114	-
GCF_000931575.1	1050136	1051684	-
GCF_000931575.1	1190027	1191572	-
GCF_000931575.1	1306727	1308272	-
GCF_000931575.1	1732995	1734543	+
GCF_000931575.1	1842938	1844486	+
GCF_000931605.1	258763	260302	-
GCF_000931605.1	382327	383866	-
GCF_000931605.1	762628	764167	+
GCF_000931605.1	795766	797306	+
GCF_000931605.1	918629	920168	+
GCF_000931605.1	1064603	1066142	+
GCF_000931625.1	950801	952346	-
GCF_000931625.1	984374	985919	-
GCF_000931625.1	1106357	1107905	+
GCF_000931625.1	1474510	1476055	+
GCF_000931625.1	1591398	1592943	+
GCF_000931625.1	1737805	1739350	+
GCF_001457655.1	274155	275694	-
GCF_001457655.1	307720	309259	-
GCF_001457655.1	431792	433331	+
GCF_001457655.1	846338	847877	+
GCF_001457655.1	963031	964570	+
GCF_001457655.1	1145818	1147357	+
GCF_001856725.1	384187	385726	-
GCF_001856725.1	521708	523247	-
GCF_001856725.1	636464	638003	-
GCF_001856725.1	1016747	1018286	+
GCF_001856725.1	1129924	1131463	+
GCF_001856725.1	1163074	1164613	+
GCF_002073475.2	11413	12952	+
GCF_002073475.2	130248	131787	+
GCF_002073475.2	267110	268649	+
GCF_002073475.2	1316387	1317926	-
GCF_002073475.2	1430484	1432023	-
GCF_002073475.2	1463766	1465304	-
GCF_002966575.1	175536	177075	-
GCF_002966575.1	298590	300129	-
GCF_002966575.1	331714	333253	-
GCF_002966575.1	713702	715241	+
GCF_002966575.1	835072	836609	+
GCF_002966575.1	1847603	1849142	-
GCF_002966595.1	175536	177074	-
GCF_002966595.1	298588	300127	-
GCF_002966595.1	331714	333253	-
GCF_002966595.1	713557	715095	+
GCF_002966595.1	834910	836449	+
GCF_002966595.1	1847477	1849016	-
GCF_002966615.1	134934	136471	-
