assembly_accession	start	end	orientation
GCF_002187935.3	444332	445869	+
GCF_002187935.3	1305186	1306717	+
GCF_002187935.3	4352769	4354308	-
GCF_002187935.3	4743446	4744983	-
GCF_002187935.3	5102276	5103810	-
GCF_002187935.3	5147214	5148750	-
GCF_002187935.3	5236307	5237843	-
GCF_002187935.3	5344150	5345680	-
GCF_003181175.1	1131961	1133500	-
GCF_003181175.1	1514876	1516415	-
GCF_003181175.1	1864090	1865629	-
GCF_003181175.1	1909199	1910738	-
GCF_003181175.1	1998406	1999945	-
GCF_003181175.1	2099096	2100635	-
GCF_003181175.1	2598304	2599843	+
GCF_003181175.1	3380973	3382512	+
GCF_001278905.1	1565821	1567360	-
GCF_001278905.1	2340311	2341850	-
GCF_001278905.1	2835583	2837122	+
GCF_001278905.1	2942293	2943832	+
GCF_001278905.1	3031311	3032850	+
GCF_001278905.1	3076206	3077745	+
GCF_001278905.1	3419968	3421507	+
GCF_001278905.1	3780928	3782467	+
GCF_001280925.1	493485	495025	+
GCF_001280925.1	1267592	1269132	+
GCF_001280925.1	4142014	4143554	-
GCF_001280925.1	4502826	4504366	-
GCF_001280925.1	4846568	4848108	-
GCF_001280925.1	4891464	4893004	-
GCF_001280925.1	4980484	4982024	-
GCF_001280925.1	5087085	5088625	-
GCF_001596075.2	2536015	2537554	-
GCF_001596075.2	3318706	3320245	-
GCF_001596075.2	3817914	3819453	+
GCF_001596075.2	3918604	3920143	+
GCF_001596075.2	4007809	4009348	+
GCF_001596075.2	4052918	4054457	+
GCF_001596075.2	4402131	4403670	+
GCF_001596075.2	4785046	4786585	+
GCF_002239895.2	444171	445710	+
GCF_002239895.2	1321432	1322971	+
GCF_002239895.2	4403984	4405523	-
GCF_002239895.2	4794413	4795952	-
GCF_002239895.2	5152845	5154384	-
GCF_002239895.2	5197793	5199332	-
GCF_002239895.2	5286897	5288436	-
GCF_002239895.2	5394744	5396283	-
GCF_002240295.1	2869424	2870963	-
GCF_002240295.1	3643914	3645453	-
GCF_002240295.1	4139186	4140725	+
GCF_002240295.1	4245896	4247435	+
GCF_002240295.1	4334914	4336453	+
GCF_002240295.1	4379809	4381348	+
GCF_002240295.1	4723696	4725235	+
GCF_002240295.1	5084651	5086190	+
GCF_002240315.1	40060	41599	+
GCF_002240315.1	383800	385339	+
GCF_002240315.1	744609	746148	+
GCF_002240315.1	3618882	3620421	-
GCF_002240315.1	4393227	4394766	-
GCF_002240315.1	4888499	4890038	+
GCF_002240315.1	4995063	4996602	+
GCF_002240315.1	5083936	5085475	+
GCF_002240335.1	1559280	1560819	-
GCF_002240335.1	2333625	2335164	-
GCF_002240335.1	2828473	2830012	+
GCF_002240335.1	2935037	2936576	+
GCF_002240335.1	3023910	3025449	+
GCF_002240335.1	3068660	3070199	+
GCF_002240335.1	3412402	3413941	+
GCF_002240335.1	3773212	3774751	+
GCF_002953295.1	385149	386688	-
GCF_002953295.1	884357	885896	+
GCF_002953295.1	985046	986585	+
GCF_002953295.1	1074253	1075792	+
GCF_002953295.1	1119362	1120901	+
GCF_002953295.1	1468576	1470115	+
GCF_002953295.1	1851491	1853030	+
GCF_002953295.1	4887202	4888741	-
GCF_003020825.1	455902	457441	+
GCF_003020825.1	1245896	1247435	+
GCF_003020825.1	4090830	4092369	-
GCF_003020825.1	4459568	4461107	-
GCF_003020825.1	4926618	4928157	-
GCF_003020825.1	4971514	4973053	-
GCF_003020825.1	5060645	5062184	-
GCF_003020825.1	5167495	5169034	-
GCF_003146635.1	1731193	1732732	-
GCF_003146635.1	2558640	2560179	-
GCF_003146635.1	3072222	3073761	+
GCF_003146635.1	3183239	3184778	+
GCF_003146635.1	3272413	3273952	+
GCF_003146635.1	3317351	3318890	+
GCF_003146635.1	3666915	3668454	+
GCF_003146635.1	4052914	4054453	+
GCF_003146655.1	1665391	1666930	-
GCF_003146655.1	2051390	2052929	-
GCF_003146655.1	2400955	2402494	-
GCF_003146655.1	2445893	2447432	-
GCF_003146655.1	2535067	2536606	-
GCF_003146655.1	2646084	2647623	-
GCF_003146655.1	3159678	3161217	+
GCF_003146655.1	3987125	3988664	+
GCF_003146685.1	887486	889025	-
GCF_003146685.1	1273485	1275024	-
GCF_003146685.1	1623050	1624589	-
GCF_003146685.1	1667988	1669527	-
GCF_003146685.1	1757162	1758701	-
GCF_003146685.1	1868179	1869718	-
GCF_003146685.1	2381772	2383311	+
GCF_003146685.1	3209219	3210758	+
GCF_003443835.1	448048	449587	+
GCF_003443835.1	1239174	1240713	+
GCF_003443835.1	4114914	4116453	-
GCF_003443835.1	4495963	4497502	-
GCF_003443835.1	4844554	4846093	-
GCF_003443835.1	4889466	4891005	-
GCF_003443835.1	4978552	4980091	-
GCF_003443835.1	5081997	5083536	-
GCF_003990375.1	443044	444583	+
GCF_003990375.1	1156664	1158203	+
GCF_003990375.1	4086646	4088185	-
GCF_003990375.1	4455606	4457145	-
GCF_003990375.1	4795492	4797031	-
GCF_003990375.1	4840341	4841880	-
GCF_003990375.1	4929444	4930983	-
GCF_003990375.1	5034473	5036012	-
GCF_008807175.1	479910	481448	+
GCF_008807175.1	1250728	1252267	+
GCF_008807175.1	4519608	4521147	-
GCF_008807175.1	4897681	4899220	-
GCF_008807175.1	5256281	5257820	-
GCF_008807175.1	5301232	5302771	-
GCF_008807175.1	5390409	5391947	-
GCF_008807175.1	5491169	5492708	-
GCF_009002435.1	454964	456503	+
GCF_009002435.1	1303236	1304775	+
GCF_009002435.1	4427149	4428688	-
GCF_009002435.1	4805079	4806618	-
GCF_009002435.1	5178272	5179811	-
GCF_009002435.1	5223143	5224682	-
GCF_009002435.1	5312307	5313846	-
GCF_009002435.1	5416876	5418415	-
GCF_009387795.1	2893466	2895005	-
GCF_009387795.1	3254839	3256378	-
GCF_009387795.1	3605857	3607396	-
GCF_009387795.1	3650895	3652434	-
GCF_009387795.1	3740107	3741646	-
GCF_009387795.1	3843613	3845152	-
GCF_009387795.1	4338504	4340043	+
GCF_009387795.1	5099091	5100630	+
GCF_009498255.1	442683	444222	+
GCF_009498255.1	1255362	1256901	+
GCF_009498255.1	4130248	4131787	-
GCF_009498255.1	4511414	4512953	-
GCF_009498255.1	4865570	4867109	-
GCF_009498255.1	4910488	4912027	-
GCF_009498255.1	4999583	5001122	-
GCF_009498255.1	5106281	5107820	-
GCF_013408885.1	580104	581653	-
GCF_013408885.1	1065451	1066990	+
GCF_013408885.1	1164765	1166314	+
GCF_013408885.1	1253539	1255088	+
GCF_013408885.1	1298528	1300077	+
GCF_013408885.1	1616031	1617580	+
GCF_013408885.1	1954239	1955777	+
GCF_013408885.1	4465473	4467022	-
GCF_013624775.1	457002	458551	+
GCF_013624775.1	1270799	1272348	+
GCF_013624775.1	4281129	4282678	-
GCF_013624775.1	4695525	4697074	-
GCF_013624775.1	5029080	5030629	-
GCF_013624775.1	5073960	5075509	-
GCF_013624775.1	5163254	5164803	-
GCF_013624775.1	5270262	5271811	-
GCF_013706815.1	459690	461229	+
GCF_013706815.1	1180179	1181718	+
