assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_002187935.3	PRJNA224116	SAMN05960914			na		1463164	1463165	Klebsiella quasipneumoniae subsp. similipneumoniae	strain=G747		latest	Complete Genome	Major	Full	2018/12/12	ASM218793v3	JCVI	GCA_002187935.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/187/935/GCF_002187935.3_ASM218793v3	./data/refseq/bacteria/GCF_002187935.3/GCF_002187935.3_ASM218793v3_assembly_stats.txt
GCF_003181175.1	PRJNA224116	SAMN09245763			na		1463164	1463165	Klebsiella quasipneumoniae subsp. similipneumoniae	strain=ATCC 700603		latest	Complete Genome	Major	Full	2018/05/31	ASM318117v1	Uppsala University	GCA_003181175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/181/175/GCF_003181175.1_ASM318117v1	./data/refseq/bacteria/GCF_003181175.1/GCF_003181175.1_ASM318117v1_assembly_stats.txt
GCF_001278905.1	PRJNA224116	SAMN03945398			na		1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPLA		latest	Complete Genome	Major	Full	2015/09/04	ASM127890v1	University of Hong Kong 	GCA_001278905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/905/GCF_001278905.1_ASM127890v1	./data/refseq/bacteria/GCF_001278905.1/GCF_001278905.1_ASM127890v1_assembly_stats.txt
GCF_001280925.1	PRJNA224116	SAMN03955386			na		1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPLC		latest	Complete Genome	Major	Full	2015/09/10	ASM128092v1	University of Hong Kong	GCA_001280925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/925/GCF_001280925.1_ASM128092v1	./data/refseq/bacteria/GCF_001280925.1/GCF_001280925.1_ASM128092v1_assembly_stats.txt
GCF_001596075.2	PRJNA224116	SAMN04382091			na		1463165	1463165	Klebsiella quasipneumoniae	strain=ATCC 700603	K6	latest	Complete Genome	Major	Full	2016/11/22	ASM159607v2	The Unniversity of Queensland	GCA_001596075.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/075/GCF_001596075.2_ASM159607v2	./data/refseq/bacteria/GCF_001596075.2/GCF_001596075.2_ASM159607v2_assembly_stats.txt
GCF_002239895.2	PRJNA224116	SAMN05960932			na		1463165	1463165	Klebsiella quasipneumoniae	strain=G4584		latest	Complete Genome	Major	Full	2018/12/06	ASM223989v2	JCVI	GCA_002239895.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/239/895/GCF_002239895.2_ASM223989v2	./data/refseq/bacteria/GCF_002239895.2/GCF_002239895.2_ASM223989v2_assembly_stats.txt
GCF_002240295.1	PRJNA224116	SAMN04436401			na		1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPA4		latest	Complete Genome	Major	Full	2017/08/03	ASM224029v1	The University of Hong Kong	GCA_002240295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/295/GCF_002240295.1_ASM224029v1	./data/refseq/bacteria/GCF_002240295.1/GCF_002240295.1_ASM224029v1_assembly_stats.txt
GCF_002240315.1	PRJNA224116	SAMN04436402			na		1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPJ4		latest	Complete Genome	Major	Full	2017/08/03	ASM224031v1	The University of Hong Kong	GCA_002240315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/315/GCF_002240315.1_ASM224031v1	./data/refseq/bacteria/GCF_002240315.1/GCF_002240315.1_ASM224031v1_assembly_stats.txt
GCF_002240335.1	PRJNA224116	SAMN04436403			na		1463165	1463165	Klebsiella quasipneumoniae	strain=HKUOPL4		latest	Complete Genome	Major	Full	2017/08/03	ASM224033v1	The University of Hong Kong	GCA_002240335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/335/GCF_002240335.1_ASM224033v1	./data/refseq/bacteria/GCF_002240335.1/GCF_002240335.1_ASM224033v1_assembly_stats.txt
GCF_002953295.1	PRJNA224116	SAMN03996259			na		1463165	1463165	Klebsiella quasipneumoniae	strain=FDAARGOS_93		latest	Complete Genome	Major	Full	2018/02/20	ASM295329v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002953295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/953/295/GCF_002953295.1_ASM295329v1	./data/refseq/bacteria/GCF_002953295.1/GCF_002953295.1_ASM295329v1_assembly_stats.txt
GCF_003020825.1	PRJNA224116	SAMN06767172			na		1463165	1463165	Klebsiella quasipneumoniae	strain=KPC142		latest	Complete Genome	Major	Full	2018/03/27	ASM302082v1	LNCC	GCA_003020825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/825/GCF_003020825.1_ASM302082v1	./data/refseq/bacteria/GCF_003020825.1/GCF_003020825.1_ASM302082v1_assembly_stats.txt
GCF_003146635.1	PRJNA224116	SAMN09205485			na		1463165	1463165	Klebsiella quasipneumoniae	strain=CAV2018		latest	Complete Genome	Major	Full	2018/05/22	ASM314663v1	Oxford University	GCA_003146635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/146/635/GCF_003146635.1_ASM314663v1	./data/refseq/bacteria/GCF_003146635.1/GCF_003146635.1_ASM314663v1_assembly_stats.txt
GCF_003146655.1	PRJNA224116	SAMN09205469			na		1463165	1463165	Klebsiella quasipneumoniae	strain=CAV2013		latest	Complete Genome	Major	Full	2018/05/22	ASM314665v1	Oxford University	GCA_003146655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/146/655/GCF_003146655.1_ASM314665v1	./data/refseq/bacteria/GCF_003146655.1/GCF_003146655.1_ASM314665v1_assembly_stats.txt
GCF_003146685.1	PRJNA224116	SAMN09205495			na		1463165	1463165	Klebsiella quasipneumoniae	strain=CAV1947		latest	Complete Genome	Major	Full	2018/05/22	ASM314668v1	Oxford University	GCA_003146685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/146/685/GCF_003146685.1_ASM314668v1	./data/refseq/bacteria/GCF_003146685.1/GCF_003146685.1_ASM314668v1_assembly_stats.txt
GCF_003443835.1	PRJNA224116	SAMN09708445			na		1463165	1463165	Klebsiella quasipneumoniae	strain=L22		latest	Complete Genome	Major	Full	2018/09/04	ASM344383v1	Peking University People 's Hospital	GCA_003443835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/835/GCF_003443835.1_ASM344383v1	./data/refseq/bacteria/GCF_003443835.1/GCF_003443835.1_ASM344383v1_assembly_stats.txt
GCF_003990375.1	PRJNA224116	SAMN10622699			na		1463165	1463165	Klebsiella quasipneumoniae	strain=D120-1		latest	Complete Genome	Major	Full	2019/01/02	ASM399037v1	Yangzhou University	GCA_003990375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/990/375/GCF_003990375.1_ASM399037v1	./data/refseq/bacteria/GCF_003990375.1/GCF_003990375.1_ASM399037v1_assembly_stats.txt
